headline,date,web_url,lead_paragraph,section,keywords
What Is the Path to Peace in Gaza? Here Are 10 Ideas.,2023-12-12T10:01:36+0000,https://www.nytimes.com/interactive/2023/12/12/opinion/gaza-israel-palestinians-plans.html,"Ten visions of postwar scenarios for Gaza from politicians, academics, activists and analysts.",Opinion,"['Israel-Gaza War (2023- )', 'Palestinians', 'Politics and Government', 'Peace Process', 'United States International Relations', 'Refugees and Displaced Persons']"
Protests Are an American Tradition. But Why at Restaurants?,2023-12-12T10:03:01+0000,https://www.nytimes.com/2023/12/12/dining/restaurants-political-protests.html,"George Recine, a Boston advertising executive, knew exactly where to eat lunch last week during a business trip to Philadelphia.",Food,"['Restaurants', 'Israel-Gaza War (2023- )', 'Chefs', 'Boycotts', 'Demonstrations, Protests and Riots']"
Why Campus Speech Is Vexing,2023-12-12T11:36:35+0000,https://www.nytimes.com/2023/12/12/briefing/campus-free-speech-israel-hamas.html,The Hamas-Israel war has caused so much turmoil on campuses partly because it has highlighted a tension that university administrators haven’t fully acknowledged.,Briefing,"['internal-storyline-no', 'Israel-Gaza War (2023- )', 'Colleges and Universities']"
"Harvard’s Board Unites Behind Its President, but Its Campus Remains Splintered",2023-12-12T13:26:53+0000,https://www.nytimes.com/2023/12/12/us/harvard-president-claudine-gay.html,"As universities across the country strained under pressure to take a public position on the Oct. 7 attack on Israel by Hamas, few were as tormented as Harvard.",U.S.,"['Israel-Gaza War (2023- )', 'Colleges and Universities', 'Anti-Semitism', 'Freedom of Speech and Expression']"
A Timeline of How the Israel-Hamas War Has Roiled College Campuses,2023-12-12T13:35:11+0000,https://www.nytimes.com/2023/12/12/us/campus-unrest-israel-gaza-antisemitism.html,"Since Hamas’s surprise attack on Israel on Oct. 7, and the start of a counteroffensive from Israel, colleges and universities across the United States have been struggling to handle the debate and protests over the war.",U.S.,"['Colleges and Universities', 'Israel-Gaza War (2023- )', 'Demonstrations, Protests and Riots', 'Anti-Semitism']"
Biden Plans to Meet the Families of American Hostages Taken by Hamas,2023-12-12T17:35:42+0000,https://www.nytimes.com/2023/12/12/us/politics/biden-american-hostages-hamas-gaza.html,"President Biden will meet at the White House on Wednesday with the families of Americans taken hostage by Hamas during the Oct. 7 attacks in Israel, his first face-to-face meeting with the relatives since the crisis began.",U.S.,"['United States Politics and Government', 'Kidnapping and Hostages', 'Israel-Gaza War (2023- )']"
Biden Warns Israel It Is ‘Losing Support’ Over War,2023-12-12T18:04:33+0000,https://www.nytimes.com/2023/12/12/world/middleeast/biden-israel-netanyahu-gaza.html,"President Biden told Israel’s leaders on Tuesday that they were losing international support for their war in Gaza, exposing a widening rift with Prime Minister Benjamin Netanyahu, who rejected out of hand the American vision for a postwar resolution to the conflict.",World,"['Israel-Gaza War (2023- )', 'Civilian Casualties', 'Palestinians', 'United States International Relations']"
Zara Removes Campaign After Critics Call It Insensitive to Israel-Hamas War,2023-12-12T19:06:22+0000,https://www.nytimes.com/2023/12/12/business/zara-campaign-israel-gaza-war.html,"Zara, the fast-fashion retailer, said on Tuesday that it had removed an ad campaign, after critics said the imagery brought to mind scenes from the Israel-Hamas War and called it insensitive.",Business Day,"['Fashion and Apparel', 'Advertising and Marketing', 'Social Media', 'Israel-Gaza War (2023- )', 'Demonstrations, Protests and Riots']"
Bill Ackman’s Campaign Against Harvard Followed Years of Resentment,2023-12-12T19:56:25+0000,https://www.nytimes.com/2023/12/12/business/bill-ackman-harvard-antisemitism.html,"In the two-month battle over the fate of Harvard’s president, the billionaire investor William A. Ackman has cast himself as a protector of Jewish students and the standard-bearer for people who believe colleges have fostered a hostile atmosphere for critics of liberal orthodoxy.",Business Day,"['Colleges and Universities', 'High Net Worth Individuals', 'Hedge Funds', 'Anti-Semitism', 'Israel-Gaza War (2023- )']"
"As Egypt’s Presidential Election Closes, No Suspense Over Winner",2023-12-12T20:26:22+0000,https://www.nytimes.com/2023/12/12/world/middleeast/egypt-election-el-sisi.html,"There were four men on the ballot when Egyptians voted in this week’s presidential election, but with rare exception, only one of their faces gazed out from billboards, banners, buses and lampposts across Egypt: that of President Abdel Fattah el-Sisi.",World,"['Elections', 'Politics and Government', 'Israel-Gaza War (2023- )']"
The Houthi Militia in Yemen Has Gained Clout With Ship Attacks in the Red Sea,2023-12-12T20:34:44+0000,https://www.nytimes.com/2023/12/19/world/middleeast/houthis-red-sea-yemen-israel.html,"Shooting missiles toward Israel and attacking ships sailing through the Red Sea, Yemen’s Houthi militia has been gaining popularity across the Middle East and building regional clout that could help expand its power at home, analysts say.",World,['Israel-Gaza War (2023- )']
Wednesday Briefing: Biden Says Israel Is Losing Support,2023-12-12T21:01:20+0000,https://www.nytimes.com/2023/12/12/briefing/israel-gaza-ukraine.html,A divide between Israel and the U.S. burst into the open yesterday as President Biden warned that Israel was losing the world’s support over its war in Gaza.,Briefing,[]
Israel Announces Discovery of Two Hostages’ Bodies in Gaza,2023-12-12T22:06:33+0000,https://www.nytimes.com/2023/12/12/world/middleeast/israel-hostages-bodies-gaza.html,Israeli military officials announced on Tuesday that they found the remains of two hostages captured in Hamas’s Oct. 7 attack on Israel and have repatriated the bodies.,World,"['Israel-Gaza War (2023- )', 'Kidnapping and Hostages']"
"U.N. General Assembly Votes for Israel-Hamas Cease-Fire, Countering U.S. Veto",2023-12-12T23:36:25+0000,https://www.nytimes.com/2023/12/12/world/middleeast/un-general-assembly-israel-cease-fire.html,The U.N. General Assembly demanded an immediate cease-fire in the Israel-Hamas war in an overwhelming vote on Tuesday that highlighted much of the world’s desire to bring the bloody conflict to an end.,World,"['Israel-Gaza War (2023- )', 'United States International Relations']"
Antisemitism: A Guide for the Perplexed,2023-12-13T00:00:03+0000,https://www.nytimes.com/2023/12/12/opinion/antisemitism-jewish-israel-war.html,"In a season of widespread condemnation of antisemitism, many struggle to define it. I can imagine having this conversation with any number of people trying to understand this age-old phenomenon:",Opinion,"['Jews and Judaism', 'Anti-Semitism', 'Zionism', 'Israel-Gaza War (2023- )', 'Holocaust and the Nazi Era']"
What Worries Me About the Gaza War After My Trip to Arab States,2023-12-13T00:33:17+0000,https://www.nytimes.com/2023/12/12/opinion/israel-gaza-saudi-arabia.html,"I’ve been concerned from the start that Israel launched its invasion of Gaza to eradicate Hamas with no plan for what to do with the territory and its people in the wake of any victory. Having just spent a week in Saudi Arabia and the United Arab Emirates taking the pulse of this important corner of the Arab world, I am now even more worried.",Opinion,"['Israel-Gaza War (2023- )', 'Palestinians', 'Civilian Casualties', 'Terrorism', 'International Relations']"
"Under Rules of War, ‘Proportionality’ in Gaza Is Not About Evening the Score",2023-12-13T05:01:23+0000,https://www.nytimes.com/2023/12/13/world/middleeast/israel-gaza-proportionality-law-of-war.html,"The international laws governing war are unfeeling. They give more precedence to military advantage than to civilian harm. They do not consider comparative numbers of dead or wounded. They ask commanders in the field to judge, often very quickly, the military advantage of an attack, the nature of the threat they face, what means they possess to counter it and what feasible measures they can take to reduce the expected damage to civilians and civilian infrastructure.",World,"['Israel-Gaza War (2023- )', 'Law and Legislation', 'War Crimes, Genocide and Crimes Against Humanity']"
Wednesday Briefing,2023-12-13T05:11:59+0000,https://www.nytimes.com/2023/12/13/briefing/biden-israel-sunak-rwanda.html,"In his most critical remarks so far, President Biden told Israel’s leaders that they were losing international support for their war in Gaza, exposing a widening rift with Prime Minister Benjamin Netanyahu, who rejected out of hand an American vision for a postwar resolution to the conflict that would put the Palestinian Authority in charge of the territory.",Briefing,[]
‘She Gave Me Hope’: Thai Hostage’s Friendship With an Israeli Child,2023-12-13T06:33:32+0000,https://www.nytimes.com/video/world/asia/100000009221568/thailand-hostages-gaza-hamas.html,"Thai hostage Nutthawaree Munkan was held by Hamas for nearly 50 days. During her time underground, a 5-year-old Israeli child gave her hope that she’d make it out alive.",World,"['Kidnapping and Hostages', 'Terrorism', 'Israel-Gaza War (2023- )']"
"Held Hostage in Gaza, a Thai Worker’s Prayers for Freedom Come True",2023-12-13T06:33:44+0000,https://www.nytimes.com/2023/12/13/world/asia/thailand-hostages-gaza-hamas.html,Some things she does not want to remember. Some things she cannot.,World,"['Terrorism', 'Israel-Gaza War (2023- )', 'Kidnapping and Hostages', 'Foreign Workers', 'Buddhism', 'Monasteries and Monks', 'Thai Food (Cuisine)', 'Agriculture and Farming']"
The U.S. criticizes Israel for ‘indiscriminate’ bombing in Gaza.,2023-12-13T08:22:53+0000,https://www.nytimes.com/2023/12/13/world/middleeast/us-criticizes-israel-for-indiscriminate-bombing-in-gaza.html,"President Biden met with the families of Americans being held hostage in Gaza at the White House on Wednesday, a day after giving his most critical remarks to date about what he called Israel’s “indiscriminate bombing” of the territory.",World,[]
Denying the Gender-Based Violence of Oct. 7 Helps No One,2023-12-13T10:02:29+0000,https://www.nytimes.com/2023/12/13/opinion/hamas-violence-women-israel.html,"In Israel and Gaza, war is being fought as wars have long been: with bodies and steel, on land and from the sky.",Opinion,"['Israel-Gaza War (2023- )', 'Sex Crimes', 'Terrorism', ""Women's Rights""]"
"A Sweeping Climate Deal, and a U.N. Gaza Cease-Fire Vote",2023-12-13T11:00:08+0000,https://www.nytimes.com/2023/12/13/podcasts/cop-gaza-un.html,"The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",Podcasts,"['Peace Process', 'International Relations', 'Palestinians', 'Elections']"
Antisemitism and Free Speech Collide on Campuses,2023-12-13T11:00:13+0000,https://www.nytimes.com/2023/12/13/podcasts/the-daily/antisemitism-university.html,Warning: this episode contains strong language.,Podcasts,"['Colleges and Universities', 'Anti-Semitism', 'Freedom of Speech and Expression', 'Demonstrations, Protests and Riots', 'Terrorism']"
"‘Couples Therapy,’ but for Politics",2023-12-13T13:00:03+0000,https://www.nytimes.com/2023/12/13/opinion/paid-family-leave-bipartisan.html,"Growing political polarization is a problem that keeps me up at night. Not because I think it’s bad to have strong opinions, but because of what social scientists call affective polarization: polarization beyond political disagreement, when “ordinary Americans increasingly dislike and distrust those from the other party.” At its worst, affective polarization can lead to hate and dehumanization.",Opinion,"['internal-sub-only-nl', 'Tax Credits, Deductions and Exemptions', 'Israel-Gaza War (2023- )', 'Abortion', 'Paid Time Off', 'Elections']"
Israeli Military Suffers One of Its Highest Daily Death Tolls Since Invading Gaza,2023-12-13T13:02:01+0000,https://www.nytimes.com/2023/12/13/world/middleeast/israel-soldiers-killed-gaza-hamas.html,"The Israeli military on Tuesday suffered one of its highest single-day casualty counts since Israel began its ground invasion of Gaza in late October. Ten soldiers were killed in combat in the north of the enclave, the military said.",World,"['Israel-Gaza War (2023- )', 'Defense and Military Forces', 'Deaths (Fatalities)']"
Doctors on the Use of Medical Cannabis,2023-12-13T16:27:47+0000,https://www.nytimes.com/2023/12/13/opinion/medical-marijuana.html,To the Editor:,Opinion,"['Marijuana', 'Medicine and Health', 'Elderly', 'Doctors', 'Drugs (Pharmaceuticals)', 'Israel-Gaza War (2023- )', 'Children and Childhood', 'Deaths (Fatalities)', 'Civilian Casualties', 'News and News Media', 'iPhone', 'Android (Operating System)']"
"So Far, No Major Fallout for M.I.T. President After Contentious Testimony",2023-12-13T20:50:08+0000,https://www.nytimes.com/2023/12/13/us/mit-sally-kornbluth-antisemitism.html,"While governing boards at Harvard and the University of Pennsylvania weighed their presidents’ fates in tense closed-door meetings this month, the board at the Massachusetts Institute of Technology swiftly issued a statement of unequivocal support for its president, Sally Kornbluth.",U.S.,"['Anti-Semitism', 'Freedom of Speech and Expression', 'Jews and Judaism', 'Israel-Gaza War (2023- )']"
"For Netanyahu, Gaza Dispute With Biden Offers Risk and Reward",2023-12-13T20:56:39+0000,https://www.nytimes.com/2023/12/13/world/middleeast/netanyahu-biden-israel-hamas-war.html,"A day after President Biden voiced his strongest criticism of the Israeli government since the war in Gaza began, many Israelis were moving past the public rupture on Wednesday, with some suggesting that Prime Minister Benjamin Netanyahu might seek political benefit from escalating a fight with the American leader.",World,"['Israel-Gaza War (2023- )', 'Palestinians', 'United States International Relations', 'Politics and Government']"
Education Dept. Is Investigating Six More Colleges Over Campus Discrimination,2023-12-13T21:05:11+0000,https://www.nytimes.com/2023/12/13/us/politics/education-department-campus-discrimination.html,"The Education Department announced investigations into six more colleges and universities on Tuesday, adding to a growing list of institutions that the agency is examining over complaints of campus discrimination.",U.S.,"['Colleges and Universities', 'Discrimination', 'United States Politics and Government', 'Jews and Judaism', 'Anti-Semitism', 'Israel-Gaza War (2023- )']"
A New Playbook for College Donors: Power Politics,2023-12-13T21:41:45+0000,https://www.nytimes.com/2023/12/13/us/universities-donors-penn-harvard.html,"Major college donors used to expect their name on a building or the ability to call in a favor with the admissions office. They often gave money toward the end of their life, as a bookend to a successful career. And if they wanted to sway school policy, they typically worked behind the scenes to get their way.",U.S.,"['Colleges and Universities', 'Philanthropy', 'High Net Worth Individuals', 'Finances', 'Endowments', 'Israel-Gaza War (2023- )']"
"The Miracle of Light, One Spark at a Time",2023-12-14T08:00:09+0000,https://www.nytimes.com/2023/12/14/us/israel-gaza-war-hanukkah-menorah-holiday-antisemitism.html,"Rabbi Elka Abrahamson put her hanukkiah in the window, its nine brass branches visible from the street of her Columbus, Ohio, home as darkness fell. Beside the menorah, a small Israeli flag stuck out of a mug filled with pens.",U.S.,"['Hanukkah', 'Holidays and Special Occasions', 'Jews and Judaism', 'Anti-Semitism']"
How the Israel-Hamas War Tore Apart Public Defenders in the Bronx,2023-12-14T08:00:21+0000,https://www.nytimes.com/2023/12/14/nyregion/bronx-defenders-israel-gaza.html,"Four weeks before Hamas attacked Israel, a group of public defenders packed a bright, airy room in the Bronx for mandatory training on antisemitism.",New York,"['Legal Aid for the Poor (Civil)', 'Public Defenders and Court-Appointed Lawyers (Criminal)', 'Nonprofit Organizations', 'Legal Profession', 'Israel-Gaza War (2023- )', 'Anti-Semitism', 'Palestinians', 'Jews and Judaism', 'Organized Labor', 'Government Contracts and Procurement', 'Family Courts', 'audio-neutral-informative', 'audio-neutral-immersive']"
Displaced Gazans Put Pressure on Egypt’s Border,2023-12-14T08:20:23+0000,https://www.nytimes.com/2023/12/14/world/middleeast/gaza-border-rafah-egypt.html,The main reason Israel’s heavy bombardment of Gaza for nine weeks has not pushed hundreds of thousands of Palestinians into Egypt is that country’s heavily fortified border and Cairo’s ironclad determination to keep it closed.,World,"['Israel-Gaza War (2023- )', 'Palestinians', 'Border Barriers', 'Refugees and Displaced Persons']"
"Pro-China YouTube Network Used A.I. to Malign U.S., Report Finds",2023-12-14T10:03:43+0000,https://www.nytimes.com/2023/12/14/business/media/pro-china-youtube-disinformation.html,"In a faintly stilted tone and with slightly awkward grammar, the American-accented voice on YouTube last month ridiculed Washington’s handling of the war between Israel and Hamas, claiming that the United States was unable to “play its role as a mediator like China” and “now finds itself in a position of significant isolation.”",Business Day,"['Politics and Government', 'United States International Relations', 'Artificial Intelligence', 'Propaganda', 'Rumors and Misinformation', 'Social Media', 'Video Recordings, Downloads and Streaming']"
"To Fight Hamas, Israel’s Leaders Stopped Fighting One Another. For Now.",2023-12-14T10:03:52+0000,https://www.nytimes.com/2023/12/14/world/middleeast/israel-war-cabinet-gaza-netanyahu.html,The five men who make up Israel’s war cabinet have more than a century of military experience among them and decades of political and diplomatic know-how.,World,"['Israel-Gaza War (2023- )', 'Politics and Government']"
"3-Day Israeli Raid in Jenin Kills at Least 12, West Bank Officials Say",2023-12-14T13:48:55+0000,https://www.nytimes.com/2023/12/14/world/middleeast/israel-west-bank-jenin-raid.html,"A three-day Israeli military raid in the occupied West Bank city of Jenin appeared to end on Thursday; the Palestinian Health Ministry said that during the raid, Israeli forces killed at least 12 people and wounded 34 others.",World,"['Israel-Gaza War (2023- )', 'Palestinians', 'War and Armed Conflicts', 'Hospitals']"
Second Tanzanian Is Confirmed Killed in Oct. 7 Attacks in Israel,2023-12-14T16:43:16+0000,https://www.nytimes.com/2023/12/14/world/middleeast/israel-hamas-hostage-joshua-mollel.html,"A Tanzanian agricultural student who had been reported missing after the Oct. 7 Hamas attacks on southern Israel was killed in the assault, the Tanzanian government announced on Thursday.",World,"['Agriculture and Farming', 'Israel-Gaza War (2023- )']"
Republicans Tap Israeli Military Veteran to Run for Santos’s Seat,2023-12-14T17:30:42+0000,https://www.nytimes.com/2023/12/14/nyregion/pilip-santos-special-election.html,Republicans battling to hold onto the New York House seat vacated by George Santos chose on Thursday another relatively unknown candidate with a remarkable biography but a thin political résumé to run in a special election next year.,New York,"['Elections, House of Representatives', 'United States Politics and Government', 'Content Type: Personal Profile']"
Washington Urges Israel to Scale Down Its War in Gaza,2023-12-14T18:18:20+0000,https://www.nytimes.com/2023/12/14/us/politics/israel-gaza-hamas-us.html,"Biden administration officials want Israel to end its large-scale ground and air campaign in the Gaza Strip within weeks and to transition to a more targeted phase in its war against Hamas, American officials said Thursday.",U.S.,"['Israel-Gaza War (2023- )', 'Civilian Casualties', 'International Relations', 'United States International Relations']"
Germany Accuses Four Men It Links to Hamas of Plotting Attacks on Jews,2023-12-14T18:35:29+0000,https://www.nytimes.com/2023/12/14/world/middleeast/four-men-hamas-attack-plot-jews.html,"Four men who the German authorities say are senior members of Hamas were arrested on Thursday on charges that they were making preparations to attack Jewish institutions in Europe, German officials said.",World,"['Israel-Gaza War (2023- )', 'Terrorism']"
The Fall of Penn’s President Brings Campus Free Speech to a Crossroads,2023-12-14T20:33:35+0000,https://www.nytimes.com/2023/12/14/us/college-campus-free-speech-antisemitism.html,"The toppling of the University of Pennsylvania’s president, Elizabeth Magill — four days after her testimony before Congress on whether to punish students if they called for genocide — was a victory for those who believe that pro-Palestinian protesters have gone too far in their speech.",U.S.,"['Colleges and Universities', 'Freedom of Speech and Expression', 'Demonstrations, Protests and Riots', 'Israel-Gaza War (2023- )', 'ACADEMIC FREEDOM', 'Anti-Semitism']"
Israel Says It Disciplined Soldiers Who Sang a Jewish Prayer at a Mosque in Jenin,2023-12-14T20:55:10+0000,https://www.nytimes.com/2023/12/14/world/middleeast/israel-soldiers-prayer-jenin-mosque.html,"The Israeli military said on Thursday that it had disciplined soldiers who filmed themselves in multiple videos while one of the group sang a Jewish prayer at a mosque in Jenin, in the Israeli-occupied West Bank. The incident came after a prolonged Israeli raid in Jenin and amid rising anger in the West Bank over Israel’s war against Hamas in Gaza.",World,['Israel-Gaza War (2023- )']
Friday Briefing: U.S. Urges Israel to Scale Back Its War,2023-12-14T21:02:20+0000,https://www.nytimes.com/2023/12/14/briefing/israel-hamas-ukraine-eu-china-youtube.html,"The Biden administration has told the Israeli government that it wants Israel to end its large-scale ground campaign in the Gaza Strip around the end of the year and transition to more targeted actions against Hamas, four senior U.S. officials said.",Briefing,['Artificial Intelligence']
They Worked Together as Peace Activists. Oct. 7 Changed Everything.,2023-12-14T21:46:18+0000,https://www.nytimes.com/2023/12/14/magazine/israelis-palestinians-peace-forum.html,"“I feel betrayed on such a deep level.” Tamar Shamir read the message on her phone in surprise. Another followed: “I just want to puke.” Shamir, a 53-year-old peace activist, was at her home not far from Haifa, in northern Israel, on Oct. 8, the day after Hamas’s deadly attack. Already half-mad from grief, Shamir grew agitated as more angry messages streamed in, and other recipients signaled their agreement by adding heart emojis. Shamir was checking in on a WhatsApp group of young adult Israelis, members of a program Shamir often worked with called Young Ambassadors for Peace. Many of them had attended a summer camp that Shamir co-directs for teenagers from Israel and the West Bank, some of whom have lost loved ones to the decades-long conflict. They had compared sunburns at the beach, belted out songs from “Frozen” on karaoke night, stayed up late laughing, weeping and sharing stories of their respective losses. Now the Israeli WhatsApp group was awash with hostility toward their Palestinian friends. ",Magazine,"['Israel-Gaza War (2023- )', 'Palestinians', 'Terrorism', 'Civilian Casualties', 'Defense and Military Forces', 'internal-sub-only', 'internal-great-read']"
The U.S. Asked Israel to Scale Down Its War Effort,2023-12-14T22:51:55+0000,https://www.nytimes.com/2023/12/14/briefing/us-israel-hamas-war-migrant-children-roofers.html,"President Biden’s national security adviser urged Israel today to end its large-scale ground and air campaign in the Gaza Strip and transition to a more targeted phase in its war against Hamas, American officials said.",Briefing,[]
Satellite Imagery and Video Shows Some Gazan Cemeteries Razed by Israeli Forces,2023-12-14T23:08:50+0000,https://www.nytimes.com/2023/12/14/world/middleeast/gaza-cemeteries-damage-israel.html,"Israeli ground forces have damaged or destroyed at least six cemeteries during their advance into the northern Gaza Strip, most of them in recent weeks, according to an analysis of new satellite imagery and video footage by The New York Times.",World,"['Israel-Gaza War (2023- )', 'vis-video']"
The Biggest Threat to America’s Universities,2023-12-15T00:00:12+0000,https://www.nytimes.com/2023/12/14/opinion/harvard-desantis-florida-college.html,"These are troubling times for American higher education. On one side, some students at a handful of elite universities have made harsh anti-Israel statements, some crossing the line into outright antisemitism, and some university presidents have been diffident and mealy-mouthed in their responses. Ugly as these events have been, however, there isn’t much reason to believe that the quality of education at these institutions — which, in any case, account for a small fraction of America’s college enrollment — is under serious threat.",Opinion,"['Colleges and Universities', 'ACADEMIC FREEDOM', 'Right-Wing Extremism and Alt-Right', 'Anti-Semitism', 'Israel-Gaza War (2023- )']"
"At Least 12 Killed in Israeli Raid in West Bank, Palestinians Say",2023-12-15T00:28:57+0000,https://www.nytimes.com/2023/12/14/world/middleeast/israel-jenin-12-killed.html,"As Israeli troops pulled out after a two-and-a-half-day incursion into the city of Jenin in the occupied West Bank, the Palestinian Health Ministry said on Thursday that the raid had killed at least 12 people and wounded 34 others.",World,"['Israel-Gaza War (2023- )', 'Palestinians', 'Defense and Military Forces', 'Mosques', 'Video Recordings, Downloads and Streaming', 'Refugees and Displaced Persons', 'Deaths (Fatalities)']"
"Schumer Delays Holiday Break, Pressing for Border Deal to Unlock Ukraine Aid",2023-12-15T00:39:51+0000,https://www.nytimes.com/2023/12/14/us/senate-holiday-border-deal-ukraine.html,"Senate Democrats announced on Thursday that they would put off their upcoming holiday break and stay in Washington next week to press for passage of a bill pairing military assistance for Ukraine with a crackdown on migration at the U.S. border with Mexico, as lawmakers on both sides of the talks reported progress toward a compromise.",U.S.,"['United States Politics and Government', 'Immigration and Emigration', 'Russian Invasion of Ukraine (2022)', 'Israel-Gaza War (2023- )']"
"Quotation of the Day: At Least 12 Killed, Palestinians Say, During Israeli Incursion in West Bank",2023-12-15T05:00:12+0000,https://www.nytimes.com/2023/12/15/pageoneplus/quotation-of-the-day-at-least-12-killed-palestinians-say-during-israeli-incursion-in-west-bank.html,"“There’s nothing that hasn’t been damaged or destroyed. Water, electricity, phone lines, the sewage system — everything.”",Corrections,[]
Friday Briefing,2023-12-15T05:04:25+0000,https://www.nytimes.com/2023/12/15/briefing/gaza-israel-biden-ukraine-hungary.html,"Biden administration officials want Israel to end its large-scale campaign in the Gaza Strip within weeks and to transition to a more targeted phase in its war against Hamas, American officials said.",Briefing,[]
Sullivan says both the U.S. and Israel expect fighting to slow down eventually.,2023-12-15T06:42:21+0000,https://www.nytimes.com/2023/12/15/world/middleeast/jake-sullivan-will-meet-israels-president-as-the-allies-diverge-on-war-strategy.html,"Jake Sullivan, President Biden’s national security adviser, sought on Friday to play down differences between the United States and Israel over the war against Hamas in Gaza, emphasizing that both allies expected the pace of the fighting to ultimately slow down.",World,[]
He Was Set to Play Santa. His Views on the Middle East Got in the Way.,2023-12-15T08:00:21+0000,https://www.nytimes.com/2023/12/15/nyregion/sag-harbor-santa-israel-hamas.html,"In the months since the beginning of the Israel-Hamas war, disputes over the boundaries of political expression have cost prominent people their jobs in fields like show business, publishing and academia.",New York,"['Santa Claus', 'Freedom of Speech and Expression', 'Israel-Gaza War (2023- )']"
Israel Recovers the Bodies of 3 Hostages in Gaza.,2023-12-15T09:16:08+0000,https://www.nytimes.com/2023/12/15/world/middleeast/israel-hostages-gaza-soldiers-elia-toledano.html,The Israeli military said on Friday that it had retrieved the bodies of two 19-year-old soldiers and a 28-year-old event planner who were kidnapped during the Hamas-led attacks on Oct. 7 and held captive in Gaza.,World,"['Kidnapping and Hostages', 'Israel-Gaza War (2023- )', 'War and Armed Conflicts']"
Private Gun Ownership in Israel Spikes After Hamas Attacks,2023-12-15T10:02:10+0000,https://www.nytimes.com/2023/12/15/world/middleeast/israel-gun-ownership-spikes.html,"Two weeks ago, Zvika Arran reluctantly drew a gun at an Israeli state-run shooting class for those seeking firearms licenses, part of a massive spike in applications since the Hamas-led attacks on Oct. 7.",World,"['Israel-Gaza War (2023- )', 'Firearms', 'Palestinians', 'Terrorism']"
"Swiftonomics, Kamala Harris and Decadent Real Estate: Your Questions, Answered.",2023-12-15T10:02:33+0000,https://www.nytimes.com/2023/12/15/opinion/mailbag-listener-questions.html,"Have we reached peak Taylor Swift? Does the world need your bagel shop’s position on Israel-Hamas? Should Ross start drinking on mic? On the year’s final episode of “Matter of Opinion,” the hosts take your questions and reflect on the best of 2023.",Opinion,"['audio-neutral-informative', 'Polls and Public Opinion', 'Science and Technology', 'Global Warming', 'Parenting']"
The U.S. Must Embrace Palestinian Statehood Now,2023-12-15T10:02:58+0000,https://www.nytimes.com/2023/12/15/opinion/us-palestine-statehood-recognition.html,It is time.,Opinion,"['Israel-Gaza War (2023- )', 'Peace Process', 'Palestinians', 'Defense and Military Forces', 'Territorial Disputes', 'United States International Relations']"
I Teach a Class on Free Speech. My Students Can Show Us the Way Forward.,2023-12-15T10:02:59+0000,https://www.nytimes.com/2023/12/15/opinion/campus-free-speech-students.html,"Free speech is very hard to get right, especially on campus — as has been evident all fall at the University of Pennsylvania, where I teach a course on the history of free speech and censorship. If colleges and universities are best understood as microcosms of the larger world, they should be governed by the First Amendment alone. This would mean restricting only speech that directly incites violence, threatens specific individuals or constitutes targeted harassment.",Opinion,"['Colleges and Universities', 'Freedom of Speech and Expression', 'First Amendment (US Constitution)', 'ACADEMIC FREEDOM', 'Censorship', 'Threats and Threatening Messages', 'Hate Speech', 'Israel-Gaza War (2023- )']"
Democratic Critics of Israel Draw Challengers Eyeing AIPAC’s Help,2023-12-15T10:03:50+0000,https://www.nytimes.com/2023/12/15/us/politics/aipac-israel-democrats-ilhan-omar.html,"Tim Peterson, a bald and burly Air Force veteran running for Congress in Minnesota’s Fifth District, wants to discuss the “existential” problem that Minneapolis faces with mass retirements of police officers looming on the horizon. But he has to state something else first: Hamas is fascist.",U.S.,"['Primaries and Caucuses', 'Elections, House of Representatives', 'Campaign Finance', 'Political Action Committees', 'United States Politics and Government', 'Jews and Judaism', 'Israel-Gaza War (2023- )']"
"U.S. Downplays Rift with Israel, and Congress Orders U.F.O. Records Released",2023-12-15T11:07:18+0000,https://www.nytimes.com/2023/12/15/podcasts/us-downplays-rift-with-israel-and-congress-acts-on-ufo-records.html,"The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",Podcasts,"['Unidentified Flying Objects (UFO)', 'United States Politics and Government']"
"As Israel Weighs How to Honor Oct. 7 Victims, Festival Exhibit Serves as ‘Hallowed Space’",2023-12-15T14:43:00+0000,https://www.nytimes.com/2023/12/15/world/middleeast/israel-hamas-nova-festival-exhibition.html,"A backgammon set suspended midgame. Tents and folding picnic chairs dotted among the trees. A psychedelic dance floor with downtempo and chillout trance playing in the background as video screens show images of flushed, ecstatic young people moving to a silent beat.",World,"['Israel-Gaza War (2023- )', 'Assaults', 'Mass Shootings', 'Monuments and Memorials (Structures)']"
"Apology, Tears and Terror: A Former Hostage Recounts a 7-Week Ordeal",2023-12-15T16:00:43+0000,https://www.nytimes.com/2023/12/15/world/middleeast/hamas-israel-hostage.html,"The strangest part of her seven-week ordeal, said Chen Goldstein-Almog, formerly an Israeli hostage of Hamas, were the long, almost intimate conversations she had with her captors.",World,"['Israel-Gaza War (2023- )', 'Kidnapping and Hostages', 'Civilian Casualties', 'Terrorism', 'Palestinians']"
